Code,Phases,NVolt_kV,DemP_kW,DemQ_kVAr,Subest,Feeder,Pinst_kW,Qinst_kVAr,Yearly_kWh,NumCust,
P2ULV12409 ,1 ,0.42  ,5.49    ,1.12   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT7573  ,13.73   ,2.79   ,32777.95   ,1   ,
P2ULV12410 ,1 ,0.42  ,6.00    ,1.22   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT7573  ,15.00   ,3.05   ,35798.23   ,2   ,
P2ULV10781 ,1 ,0.42  ,5.48    ,1.11   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT7573  ,13.71   ,2.78   ,32724.70   ,1   ,
P2ULV12412 ,1 ,0.42  ,5.53    ,1.12   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT7573  ,13.82   ,2.81   ,32999.08   ,1   ,
P2ULV12413 ,1 ,0.42  ,6.02    ,1.22   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7514 ,15.06   ,3.06   ,35940.66   ,2   ,
P2ULV12414 ,1 ,0.42  ,6.02    ,1.22   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT3496  ,15.06   ,3.06   ,35954.75   ,2   ,
P2ULV12415 ,1 ,0.42  ,6.38    ,1.29   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT7573  ,15.94   ,3.24   ,38045.43   ,2   ,
P2ULV12416 ,1 ,0.42  ,6.49    ,1.32   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7514 ,16.22   ,3.29   ,38718.45   ,2   ,
P2ULV9808  ,1 ,0.42  ,7.86    ,1.60   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7514 ,19.66   ,3.99   ,46934.00   ,3   ,
P2ULV12418 ,1 ,0.42  ,6.13    ,1.25   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7514 ,15.33   ,3.11   ,36604.55   ,2   ,
P2ULV1675  ,1 ,0.42  ,5.46    ,1.11   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7514 ,13.65   ,2.77   ,32582.48   ,1   ,
P2ULV12420 ,1 ,0.42  ,4.79    ,0.97   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7514 ,11.99   ,2.43   ,28611.28   ,1   ,
P2ULV1204  ,1 ,0.42  ,5.66    ,1.15   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7514 ,14.14   ,2.87   ,33754.99   ,1   ,
P2ULV12422 ,1 ,0.42  ,5.48    ,1.11   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7514 ,13.70   ,2.78   ,32708.05   ,1   ,
P2ULV12423 ,1 ,0.42  ,5.16    ,1.05   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8564 ,12.90   ,2.62   ,30803.40   ,1   ,
P2ULV12424 ,1 ,0.42  ,7.30    ,1.48   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8564 ,18.25   ,3.71   ,56257.25   ,1   ,
P2ULV12425 ,1 ,0.42  ,6.78    ,1.38   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8564 ,16.95   ,3.44   ,40449.91   ,2   ,
P2ULV12426 ,1 ,0.42  ,6.15    ,1.25   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8564 ,15.38   ,3.12   ,36706.60   ,2   ,
P2ULV12427 ,1 ,0.42  ,5.23    ,1.06   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8564 ,13.07   ,2.65   ,31196.58   ,1   ,
P2ULV12428 ,1 ,0.42  ,6.19    ,1.26   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8564 ,15.47   ,3.14   ,36923.73   ,2   ,
P2ULV12429 ,1 ,0.42  ,5.20    ,1.06   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8564 ,13.01   ,2.64   ,31046.75   ,1   ,
P2ULV12430 ,1 ,0.42  ,5.29    ,1.07   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8564 ,13.21   ,2.68   ,31544.27   ,1   ,
P2ULV12431 ,1 ,0.42  ,2.87    ,0.58   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8615 ,7.17    ,1.46   ,14935.22   ,1   ,
P2ULV12432 ,1 ,0.42  ,5.50    ,1.12   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8615 ,13.74   ,2.79   ,32807.64   ,1   ,
P2ULV12433 ,1 ,0.42  ,6.99    ,1.42   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8615 ,17.48   ,3.55   ,41734.74   ,2   ,
P2ULV12434 ,1 ,0.42  ,5.27    ,1.07   ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT6883 ,13.17   ,2.67   ,31438.19   ,1   ,
P2ULV12435 ,1 ,0.42  ,5.96    ,1.21   ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT6883 ,14.89   ,3.02   ,35549.72   ,1   ,
P2ULV12436 ,1 ,0.42  ,15.81   ,3.21   ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT6883 ,39.53   ,8.03   ,121837.10  ,1   ,
P2ULV12437 ,1 ,0.42  ,6.28    ,1.28   ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT6883 ,15.70   ,3.19   ,37482.39   ,2   ,
P2ULV12438 ,1 ,0.42  ,5.88    ,1.19   ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT6883 ,14.71   ,2.99   ,35118.53   ,1   ,
P2ULV12439 ,1 ,0.42  ,5.27    ,1.07   ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT6883 ,13.16   ,2.67   ,31420.11   ,1   ,
P2ULV12440 ,1 ,0.42  ,6.40    ,1.30   ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT6883 ,15.99   ,3.25   ,38179.13   ,2   ,
P2ULV12441 ,1 ,0.42  ,5.92    ,1.20   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7412 ,14.79   ,3.00   ,35307.33   ,1   ,
P2ULV12442 ,1 ,0.42  ,4.41    ,0.90   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7412 ,11.04   ,2.24   ,25923.85   ,1   ,
P2ULV12443 ,1 ,0.42  ,6.80    ,1.38   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7412 ,16.99   ,3.45   ,40562.93   ,2   ,
P2ULV12444 ,1 ,0.42  ,2.24    ,0.46   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7412 ,5.60    ,1.14   ,11707.04   ,1   ,
P2ULV12445 ,1 ,0.42  ,0.64    ,0.13   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7412 ,1.61    ,0.33   ,3384.40    ,1   ,
P2ULV12446 ,1 ,0.42  ,5.01    ,1.02   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7412 ,12.52   ,2.54   ,29891.81   ,1   ,
P2ULV12447 ,1 ,0.42  ,5.42    ,1.10   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7412 ,13.56   ,2.75   ,32368.28   ,1   ,
P2ULV12448 ,1 ,0.42  ,2.87    ,0.94   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8615 ,7.17    ,2.36   ,18216.57   ,1   ,
P2ULV12449 ,1 ,0.42  ,6.89    ,1.40   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,17.21   ,3.50   ,41088.45   ,2   ,
P2ULV12450 ,1 ,0.42  ,7.22    ,1.47   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,18.06   ,3.67   ,43104.87   ,2   ,
P2ULV12451 ,1 ,0.42  ,5.95    ,1.21   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,14.88   ,3.02   ,35515.27   ,1   ,
P2ULV12452 ,1 ,0.42  ,6.06    ,1.23   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT6420  ,15.16   ,3.08   ,36190.07   ,2   ,
P2ULV12453 ,1 ,0.42  ,6.50    ,1.32   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,16.25   ,3.30   ,38791.36   ,2   ,
P2ULV12454 ,1 ,0.42  ,2.72    ,0.55   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT6420  ,6.80    ,1.38   ,25981.53   ,1   ,
P2ULV12455 ,1 ,0.42  ,6.11    ,1.24   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT6420  ,15.27   ,3.10   ,36456.05   ,2   ,
P2ULV12456 ,1 ,0.42  ,14.48   ,2.94   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT6420  ,36.21   ,7.35   ,138402.60  ,6   ,
P2ULV12457 ,1 ,0.42  ,9.48    ,1.92   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT6420  ,23.70   ,4.81   ,90586.55   ,4   ,
P2ULV12458 ,1 ,0.42  ,6.29    ,1.28   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,15.72   ,3.19   ,37526.22   ,2   ,
P2ULV12459 ,1 ,0.42  ,5.93    ,1.21   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT6420  ,14.84   ,3.01   ,35415.24   ,1   ,
P2ULV12460 ,1 ,0.42  ,6.77    ,1.37   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT6420  ,16.92   ,3.44   ,40384.23   ,2   ,
P2ULV12461 ,1 ,0.42  ,5.61    ,1.14   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT6420  ,14.04   ,2.85   ,33505.78   ,1   ,
P2ULV12462 ,1 ,0.42  ,7.29    ,1.48   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT6420  ,18.23   ,3.70   ,43520.65   ,3   ,
P2ULV12463 ,1 ,0.42  ,6.57    ,1.33   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT4184  ,16.42   ,3.33   ,39198.11   ,2   ,
P2ULV12464 ,1 ,0.42  ,5.39    ,1.09   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,13.47   ,2.73   ,32148.54   ,1   ,
P2UMV15    ,3 ,12.47 ,1067.14 ,216.69 ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT4184  ,1333.92 ,270.86 ,5804414.00 ,1   ,
P2ULV12465 ,1 ,0.42  ,5.44    ,1.10   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT4184  ,13.60   ,2.76   ,32470.73   ,1   ,
P2ULV12466 ,1 ,0.42  ,5.99    ,1.22   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT4184  ,14.98   ,3.04   ,35766.05   ,2   ,
P2ULV12467 ,3 ,0.42  ,44.96   ,14.78  ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8122  ,112.41  ,36.95  ,285516.30  ,1   ,
P2ULV12468 ,1 ,0.42  ,6.15    ,1.25   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8078  ,15.37   ,3.12   ,36697.82   ,2   ,
P2ULV12469 ,1 ,0.42  ,5.94    ,1.21   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8078  ,14.85   ,3.01   ,35439.20   ,1   ,
P2ULV12470 ,1 ,0.42  ,5.56    ,1.13   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8122  ,13.90   ,2.82   ,33171.36   ,1   ,
P2ULV12471 ,1 ,0.42  ,5.34    ,1.08   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8078  ,13.35   ,2.71   ,31872.73   ,1   ,
P2ULV12472 ,1 ,0.42  ,3.53    ,1.16   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT6424  ,8.82    ,2.90   ,22407.30   ,1   ,
P2ULV12473 ,1 ,0.42  ,17.62   ,3.58   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT6424  ,44.05   ,8.95   ,142422.60  ,1   ,
P2ULV12474 ,1 ,0.42  ,6.62    ,1.34   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT5538  ,16.55   ,3.36   ,39503.21   ,2   ,
P2ULV12475 ,1 ,0.42  ,5.00    ,1.02   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,12.51   ,2.54   ,29852.96   ,1   ,
P2ULV12476 ,1 ,0.42  ,5.26    ,1.07   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,13.15   ,2.67   ,31394.41   ,1   ,
P2ULV12477 ,1 ,0.42  ,5.98    ,1.21   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,14.94   ,3.03   ,35672.46   ,2   ,
P2ULV12478 ,1 ,0.42  ,6.45    ,1.31   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT6561  ,16.12   ,3.27   ,55637.84   ,1   ,
P2ULV12479 ,1 ,0.42  ,7.90    ,1.60   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT6561  ,19.76   ,4.01   ,68204.59   ,1   ,
P2ULV12480 ,1 ,0.42  ,7.48    ,1.52   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT6561  ,18.69   ,3.80   ,64529.24   ,1   ,
P2ULV12481 ,1 ,0.42  ,11.98   ,2.43   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT6561  ,29.96   ,6.08   ,99957.44   ,1   ,
P2ULV12482 ,1 ,0.42  ,16.44   ,3.34   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT6561  ,41.10   ,8.35   ,133530.00  ,1   ,
P2ULV12483 ,1 ,0.42  ,7.67    ,1.56   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT6561  ,19.16   ,3.89   ,66156.45   ,1   ,
P2ULV12484 ,1 ,0.42  ,5.34    ,1.08   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT5729 ,13.35   ,2.71   ,31866.15   ,1   ,
P2ULV12485 ,1 ,0.42  ,5.44    ,1.10   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT5729 ,13.60   ,2.76   ,32457.82   ,1   ,
P2ULV12486 ,1 ,0.42  ,4.98    ,1.01   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT5729 ,12.45   ,2.53   ,29719.49   ,1   ,
P2ULV12487 ,3 ,0.42  ,150.68  ,30.60  ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,376.70  ,76.49  ,1342774.00 ,1   ,
P2ULV12488 ,1 ,0.42  ,5.79    ,1.18   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT5729 ,14.47   ,2.94   ,34537.68   ,1   ,
P2ULV12489 ,1 ,0.42  ,6.70    ,1.36   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT5729 ,16.76   ,3.40   ,39997.37   ,2   ,
P2ULV12490 ,1 ,0.42  ,5.39    ,1.09   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT5729 ,13.48   ,2.74   ,32173.43   ,1   ,
P2ULV12491 ,1 ,0.42  ,6.34    ,1.29   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT5729 ,15.85   ,3.22   ,37840.68   ,2   ,
P2ULV12492 ,1 ,0.42  ,4.96    ,1.01   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,12.41   ,2.52   ,29619.14   ,1   ,
P2ULV12493 ,1 ,0.42  ,5.60    ,1.14   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,14.00   ,2.84   ,33407.20   ,1   ,
P2ULV12494 ,1 ,0.42  ,5.22    ,1.06   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,13.04   ,2.65   ,31137.83   ,1   ,
P2ULV12495 ,1 ,0.42  ,6.37    ,1.29   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT5729 ,15.93   ,3.23   ,38027.05   ,2   ,
P2ULV12496 ,1 ,0.42  ,5.26    ,1.07   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT4732 ,13.15   ,2.67   ,31395.31   ,1   ,
P2ULV12497 ,1 ,0.42  ,5.76    ,1.17   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT4732 ,14.41   ,2.93   ,34401.24   ,1   ,
P2ULV12498 ,1 ,0.42  ,9.75    ,1.98   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT6561  ,24.36   ,4.95   ,83096.36   ,1   ,
P2ULV12499 ,1 ,0.42  ,5.98    ,1.21   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8078  ,14.95   ,3.04   ,35691.29   ,2   ,
P2ULV12500 ,1 ,0.42  ,6.43    ,1.30   ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5984 ,16.06   ,3.26   ,38345.63   ,2   ,
P2ULV12501 ,1 ,0.42  ,6.95    ,1.41   ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5984 ,17.36   ,3.53   ,41446.95   ,2   ,
P2ULV12502 ,1 ,0.42  ,5.60    ,1.14   ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5222 ,14.01   ,2.84   ,33440.30   ,1   ,
P2ULV12503 ,1 ,0.42  ,7.46    ,1.51   ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5984 ,18.65   ,3.79   ,44514.27   ,3   ,
P2ULV12504 ,1 ,0.42  ,4.24    ,0.86   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8078  ,10.59   ,2.15   ,24625.97   ,1   ,
P2ULV12505 ,1 ,0.42  ,6.26    ,1.27   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8078  ,15.65   ,3.18   ,37358.51   ,2   ,
P2ULV12506 ,1 ,0.42  ,5.51    ,1.12   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8078  ,13.77   ,2.80   ,32868.04   ,1   ,
P2ULV12507 ,3 ,0.42  ,44.39   ,9.01   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8078  ,110.97  ,22.53  ,344025.40  ,1   ,
P2ULV12508 ,1 ,0.42  ,5.03    ,1.02   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8078  ,12.57   ,2.55   ,30009.34   ,1   ,
P2ULV12509 ,1 ,0.42  ,6.33    ,1.29   ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5222 ,15.82   ,3.21   ,37765.63   ,2   ,
P2ULV12510 ,1 ,0.42  ,6.03    ,1.22   ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5222 ,15.07   ,3.06   ,35976.77   ,2   ,
P2ULV12511 ,1 ,0.42  ,6.12    ,1.24   ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5222 ,15.31   ,3.11   ,36540.80   ,2   ,
P2ULV12512 ,1 ,0.42  ,5.13    ,1.04   ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5222 ,12.83   ,2.61   ,30636.71   ,1   ,
P2ULV12513 ,1 ,0.42  ,5.40    ,1.10   ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5222 ,13.49   ,2.74   ,32197.31   ,1   ,
P2ULV7573  ,1 ,0.42  ,6.15    ,1.25   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT1587  ,15.36   ,3.12   ,36675.01   ,2   ,
P2ULV12515 ,1 ,0.42  ,2.44    ,0.49   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT2514  ,6.09    ,1.24   ,12719.26   ,1   ,
P2ULV12516 ,1 ,0.42  ,6.10    ,1.24   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8249  ,15.25   ,3.10   ,36399.77   ,2   ,
P2ULV12517 ,1 ,0.42  ,5.55    ,1.13   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8249  ,13.88   ,2.82   ,33144.00   ,1   ,
P2ULV12518 ,1 ,0.42  ,5.25    ,1.07   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8249  ,13.11   ,2.66   ,31300.56   ,1   ,
P2ULV12519 ,1 ,0.42  ,5.96    ,1.21   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8249  ,14.91   ,3.03   ,35593.27   ,2   ,
P2ULV12520 ,1 ,0.42  ,5.37    ,1.09   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT2514  ,13.42   ,2.72   ,32031.52   ,1   ,
P2ULV12521 ,1 ,0.42  ,5.03    ,1.02   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT2514  ,12.56   ,2.55   ,29988.79   ,1   ,
P2ULV12522 ,1 ,0.42  ,5.39    ,1.09   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT2514  ,13.48   ,2.74   ,32178.52   ,1   ,
P2ULV12523 ,1 ,0.42  ,4.83    ,0.98   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT2514  ,12.06   ,2.45   ,28798.23   ,1   ,
P2ULV12524 ,1 ,0.42  ,5.74    ,1.16   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT2514  ,14.34   ,2.91   ,34233.11   ,1   ,
P2ULV12525 ,1 ,0.42  ,5.70    ,1.16   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8249  ,14.26   ,2.90   ,34043.15   ,1   ,
P2ULV12526 ,1 ,0.42  ,5.34    ,1.08   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8249  ,13.34   ,2.71   ,31843.59   ,1   ,
P2ULV12527 ,1 ,0.42  ,4.55    ,0.92   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8249  ,11.37   ,2.31   ,26883.67   ,1   ,
P2ULV12528 ,1 ,0.42  ,5.08    ,1.03   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8249  ,12.69   ,2.58   ,30297.29   ,1   ,
P2ULV12529 ,1 ,0.42  ,5.80    ,1.18   ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT2957  ,14.50   ,2.94   ,34612.84   ,1   ,
P2ULV12530 ,1 ,0.42  ,7.38    ,1.50   ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT2957  ,18.46   ,3.75   ,44063.45   ,3   ,
P2ULV12531 ,1 ,0.42  ,5.92    ,1.20   ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT2957  ,14.81   ,3.01   ,35357.00   ,1   ,
P2ULV12532 ,1 ,0.42  ,9.68    ,1.97   ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT2957  ,24.20   ,4.91   ,57767.14   ,4   ,
P2ULV12533 ,1 ,0.42  ,6.43    ,1.31   ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT3821  ,16.07   ,3.26   ,38363.14   ,2   ,
P2ULV12534 ,1 ,0.42  ,6.09    ,1.24   ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT2957  ,15.23   ,3.09   ,36349.00   ,2   ,
P2ULV12535 ,1 ,0.42  ,6.24    ,1.27   ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT3821  ,15.60   ,3.17   ,37231.20   ,2   ,
P2ULV12536 ,1 ,0.42  ,5.62    ,1.14   ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT3821  ,14.05   ,2.85   ,33538.06   ,1   ,
P2ULV12537 ,1 ,0.42  ,5.78    ,1.17   ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT3821  ,14.45   ,2.93   ,34482.36   ,1   ,
P2ULV12538 ,1 ,0.42  ,5.33    ,1.75   ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT3821  ,13.31   ,4.38   ,33818.59   ,1   ,
P2ULV12539 ,1 ,0.42  ,6.17    ,1.25   ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT3821  ,15.44   ,3.13   ,36850.16   ,2   ,
P2ULV12540 ,1 ,0.42  ,5.91    ,1.20   ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT3821  ,14.78   ,3.00   ,35278.70   ,1   ,
P2ULV12541 ,1 ,0.42  ,5.53    ,1.12   ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT3821  ,13.82   ,2.81   ,32978.65   ,1   ,
P2ULV12542 ,1 ,0.42  ,6.02    ,1.22   ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT3821  ,15.04   ,3.05   ,35905.57   ,2   ,
P2ULV12543 ,1 ,0.42  ,5.57    ,1.13   ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT8082  ,13.92   ,2.83   ,33223.20   ,1   ,
P2ULV12544 ,1 ,0.42  ,5.91    ,1.20   ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT8082  ,14.78   ,3.00   ,35284.96   ,1   ,
P2ULV12545 ,1 ,0.42  ,5.76    ,1.17   ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT8082  ,14.39   ,2.92   ,34360.76   ,1   ,
P2ULV12546 ,1 ,0.42  ,5.70    ,1.16   ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT7925  ,14.25   ,2.89   ,34016.78   ,1   ,
P2ULV12547 ,1 ,0.42  ,5.81    ,1.18   ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT8512  ,14.51   ,2.95   ,34646.06   ,1   ,
P2ULV12548 ,1 ,0.42  ,5.92    ,1.20   ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT8512  ,14.80   ,3.00   ,35316.82   ,1   ,
P2ULV12549 ,1 ,0.42  ,4.03    ,0.82   ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT8512  ,10.07   ,2.05   ,38512.86   ,2   ,
P2ULV12550 ,1 ,0.42  ,7.31    ,1.48   ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT8082  ,18.27   ,3.71   ,43606.98   ,3   ,
P2ULV8999  ,1 ,0.42  ,5.83    ,1.18   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT3455 ,14.58   ,2.96   ,34811.39   ,1   ,
P2ULV12552 ,1 ,0.42  ,10.04   ,2.04   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,25.09   ,5.10   ,85294.74   ,1   ,
P2ULV12553 ,1 ,0.42  ,5.05    ,1.03   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,12.62   ,2.56   ,43576.14   ,1   ,
P2ULV12554 ,1 ,0.42  ,3.72    ,0.76   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,9.31    ,1.89   ,32145.07   ,1   ,
P2ULV12555 ,1 ,0.42  ,4.02    ,0.82   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,10.04   ,2.04   ,34664.40   ,1   ,
P2ULV12556 ,1 ,0.42  ,4.85    ,0.98   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,12.12   ,2.46   ,37372.61   ,1   ,
P2ULV12557 ,1 ,0.42  ,5.27    ,1.07   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT3455 ,13.16   ,2.67   ,31419.93   ,1   ,
P2ULV12558 ,1 ,0.42  ,4.32    ,0.88   ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT7925  ,10.81   ,2.19   ,25254.69   ,1   ,
P2ULV12559 ,1 ,0.42  ,5.11    ,1.04   ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT7925  ,12.78   ,2.59   ,30500.95   ,1   ,
P2ULV12560 ,1 ,0.42  ,5.46    ,1.11   ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT7925  ,13.64   ,2.77   ,32561.52   ,1   ,
P2ULV12561 ,1 ,0.42  ,4.94    ,1.00   ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT7925  ,12.35   ,2.51   ,29472.20   ,1   ,
