Code,Phases,NVolt_kV,DemP_kW,DemQ_kVAr,Subest,Feeder,Pinst_kW,Qinst_kVAr,Yearly_kWh,NumCust,
P1RLV6378  ,3 ,0.42  ,27.75   ,9.12   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,69.36   ,22.80  ,176186.20  ,1  ,
P1RLV6379  ,1 ,0.42  ,18.96   ,3.85   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,47.39   ,9.62   ,227152.20  ,1  ,
P1RLV6380  ,1 ,0.42  ,6.77    ,1.37   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,16.92   ,3.44   ,40389.25   ,2  ,
P1RLV6381  ,1 ,0.42  ,3.32    ,1.09   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,8.31    ,2.73   ,21113.72   ,1  ,
P1RLV6382  ,1 ,0.42  ,14.98   ,3.04   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,37.46   ,7.61   ,89423.94   ,8  ,
P1RLV6383  ,1 ,0.42  ,6.87    ,1.40   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,17.18   ,3.49   ,41009.68   ,2  ,
P1RLV6384  ,1 ,0.42  ,6.89    ,1.40   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,17.22   ,3.50   ,41113.60   ,2  ,
P1RLV6385  ,1 ,0.42  ,4.32    ,0.88   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,10.81   ,2.19   ,25257.39   ,1  ,
P1RLV6386  ,1 ,0.42  ,0.70    ,0.23   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,1.74    ,0.57   ,4422.58    ,1  ,
P1RLV6387  ,1 ,0.42  ,5.35    ,1.09   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,13.38   ,2.72   ,31942.82   ,1  ,
P1RLV6388  ,1 ,0.42  ,5.30    ,1.08   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,13.26   ,2.69   ,31652.60   ,1  ,
P1RLV6389  ,1 ,0.42  ,7.86    ,1.60   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,19.65   ,3.99   ,46901.32   ,3  ,
P1RLV6390  ,1 ,0.42  ,3.42    ,0.69   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,8.55    ,1.74   ,18715.57   ,1  ,
P1RLV6391  ,1 ,0.42  ,4.85    ,0.99   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,12.14   ,2.46   ,28972.59   ,1  ,
P1RLV6392  ,1 ,0.42  ,5.84    ,1.19   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,14.60   ,2.97   ,34855.91   ,1  ,
P1RLV6393  ,1 ,0.42  ,6.79    ,1.38   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,16.98   ,3.45   ,40521.10   ,2  ,
P1RLV6394  ,1 ,0.42  ,6.32    ,1.28   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,15.81   ,3.21   ,37745.28   ,2  ,
P1RLV6395  ,1 ,0.42  ,8.57    ,1.74   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,21.44   ,4.35   ,81945.50   ,4  ,
P1RLV6396  ,1 ,0.42  ,4.81    ,1.58   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,12.02   ,3.95   ,30542.10   ,1  ,
P1RLV6397  ,1 ,0.42  ,4.59    ,0.93   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,11.48   ,2.33   ,27203.68   ,1  ,
P1RLV6398  ,1 ,0.42  ,5.12    ,1.04   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,12.81   ,2.60   ,30572.38   ,1  ,
P1RLV6399  ,1 ,0.42  ,2.68    ,0.88   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8207 ,6.71    ,2.20   ,17039.23   ,1  ,
P1RLV6400  ,3 ,0.42  ,113.83  ,23.11  ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8207 ,284.58  ,57.79  ,877184.20  ,1  ,
P1RLV6401  ,1 ,0.42  ,5.06    ,1.03   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,12.64   ,2.57   ,30180.35   ,1  ,
P1RLV6402  ,1 ,0.42  ,5.17    ,1.05   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,12.92   ,2.62   ,30839.10   ,1  ,
P1RLV6403  ,1 ,0.42  ,2.24    ,0.46   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,5.60    ,1.14   ,11707.28   ,1  ,
P1RLV6404  ,1 ,0.42  ,6.17    ,1.25   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,15.43   ,3.13   ,36836.50   ,2  ,
P1RLV6405  ,1 ,0.42  ,4.32    ,0.88   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,10.80   ,2.19   ,25237.21   ,1  ,
P1RLV6406  ,1 ,0.42  ,8.06    ,1.64   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,20.15   ,4.09   ,48089.38   ,3  ,
P1RLV6407  ,1 ,0.42  ,6.01    ,1.22   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,15.03   ,3.05   ,35885.76   ,2  ,
P1RLV6408  ,1 ,0.42  ,6.71    ,1.36   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,16.79   ,3.41   ,40072.72   ,2  ,
P1RLV6409  ,1 ,0.42  ,3.80    ,0.77   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,9.51    ,1.93   ,29301.05   ,1  ,
P1RLV6410  ,1 ,0.42  ,2.51    ,0.82   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,6.26    ,2.06   ,15912.73   ,1  ,
P1RLV6411  ,1 ,0.42  ,8.79    ,1.78   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,21.97   ,4.46   ,52438.47   ,4  ,
P1RLV6412  ,1 ,0.42  ,2.52    ,0.51   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,6.30    ,1.28   ,13135.91   ,1  ,
P1RLV6413  ,1 ,0.42  ,5.89    ,1.20   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,14.73   ,2.99   ,35153.06   ,1  ,
P1RLV6414  ,1 ,0.42  ,6.42    ,1.30   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,16.06   ,3.26   ,38326.26   ,2  ,
P1RLV6415  ,1 ,0.42  ,4.80    ,0.97   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,11.99   ,2.43   ,28616.10   ,1  ,
P1RLV6416  ,1 ,0.42  ,5.98    ,1.21   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,14.94   ,3.03   ,35673.25   ,2  ,
P1RLV6417  ,1 ,0.42  ,6.82    ,1.39   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,17.06   ,3.46   ,40717.71   ,2  ,
P1RLV6418  ,1 ,0.42  ,6.21    ,1.26   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,15.53   ,3.15   ,37061.88   ,2  ,
P1RLV6419  ,1 ,0.42  ,5.60    ,1.14   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,14.00   ,2.84   ,33414.93   ,1  ,
P1RLV6420  ,1 ,0.42  ,3.32    ,1.09   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,8.30    ,2.73   ,21085.11   ,1  ,
P1RLV6421  ,1 ,0.42  ,5.78    ,1.17   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,14.44   ,2.93   ,34472.14   ,1  ,
P1RLV6422  ,1 ,0.42  ,2.64    ,0.87   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,6.61    ,2.17   ,16789.22   ,1  ,
P1RLV523   ,1 ,0.42  ,1.17    ,0.38   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,2.93    ,0.96   ,7437.93    ,1  ,
P1RLV6424  ,1 ,0.42  ,5.22    ,1.06   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6578 ,13.05   ,2.65   ,31158.64   ,1  ,
P1RLV6425  ,1 ,0.42  ,6.89    ,1.40   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,17.22   ,3.50   ,41102.13   ,2  ,
P1RLV6426  ,1 ,0.42  ,5.20    ,1.05   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,12.99   ,2.64   ,31003.56   ,1  ,
P1RLV6427  ,1 ,0.42  ,5.48    ,1.11   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,13.71   ,2.78   ,32722.02   ,1  ,
P1RLV6428  ,1 ,0.42  ,4.29    ,0.87   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6578 ,10.73   ,2.18   ,25045.91   ,1  ,
P1RLV6429  ,1 ,0.42  ,1.76    ,0.36   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,4.40    ,0.89   ,9218.18    ,1  ,
P1RLV6430  ,1 ,0.42  ,5.77    ,1.17   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,14.44   ,2.93   ,34461.76   ,1  ,
P1RLV6431  ,1 ,0.42  ,4.35    ,0.88   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT2300 ,10.86   ,2.21   ,25422.71   ,1  ,
P1RLV6432  ,1 ,0.42  ,4.99    ,1.01   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT2300 ,12.48   ,2.53   ,29799.25   ,1  ,
P1RLV6433  ,1 ,0.42  ,0.66    ,0.22   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,1.65    ,0.54   ,4186.36    ,1  ,
P1RLV6434  ,1 ,0.42  ,8.18    ,1.66   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT5979 ,20.44   ,4.15   ,48793.76   ,3  ,
P1RLV6435  ,1 ,0.42  ,5.88    ,1.19   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT5979 ,14.69   ,2.98   ,35068.12   ,1  ,
P1RLV6436  ,1 ,0.42  ,11.87   ,3.90   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT5979 ,29.68   ,9.75   ,75378.74   ,1  ,
P1RLV6437  ,1 ,0.42  ,0.49    ,0.16   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5851 ,1.24    ,0.41   ,3142.50    ,1  ,
P1RLV6438  ,1 ,0.42  ,5.06    ,1.03   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5185 ,12.66   ,2.57   ,30218.33   ,1  ,
P1RLV6439  ,1 ,0.42  ,4.89    ,0.99   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT2300 ,12.22   ,2.48   ,29167.88   ,1  ,
P1RLV6440  ,1 ,0.42  ,4.95    ,1.01   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT2300 ,12.38   ,2.51   ,29549.95   ,1  ,
P1RLV6441  ,1 ,0.42  ,5.77    ,1.17   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5481 ,14.42   ,2.93   ,34422.66   ,1  ,
P1RLV6442  ,1 ,0.42  ,6.66    ,1.35   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5185 ,16.64   ,3.38   ,39732.55   ,2  ,
P1RLV6443  ,1 ,0.42  ,5.44    ,1.10   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5185 ,13.59   ,2.76   ,32447.92   ,1  ,
P1RLV6444  ,1 ,0.42  ,5.77    ,1.17   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5185 ,14.43   ,2.93   ,34434.84   ,1  ,
P1RLV6445  ,1 ,0.42  ,5.90    ,1.94   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5185 ,14.74   ,4.85   ,37449.42   ,1  ,
P1RLV6446  ,1 ,0.42  ,6.80    ,1.38   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5185 ,17.00   ,3.45   ,40573.02   ,2  ,
P1RLV6447  ,1 ,0.42  ,6.61    ,1.34   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5481 ,16.53   ,3.36   ,39452.02   ,2  ,
P1RLV6448  ,1 ,0.42  ,7.11    ,1.44   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5481 ,17.78   ,3.61   ,42442.36   ,2  ,
P1RLV6449  ,1 ,0.42  ,8.70    ,1.77   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5481 ,21.75   ,4.42   ,51918.73   ,4  ,
P1RLV6450  ,1 ,0.42  ,2.22    ,0.45   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,5.55    ,1.13   ,11598.77   ,1  ,
P1RLV6451  ,1 ,0.42  ,5.58    ,1.13   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT7669 ,13.94   ,2.83   ,33287.70   ,1  ,
P1RLV6452  ,1 ,0.42  ,6.61    ,1.34   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1161 ,16.54   ,3.36   ,39472.56   ,2  ,
P1RLV6453  ,1 ,0.42  ,5.07    ,1.03   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1161 ,12.68   ,2.58   ,30277.66   ,1  ,
P1RLV6454  ,1 ,0.42  ,3.55    ,0.72   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,8.86    ,1.80   ,19626.06   ,1  ,
P1RLV6455  ,1 ,0.42  ,13.33   ,4.38   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,33.33   ,10.95  ,84652.28   ,1  ,
P1RLV6456  ,1 ,0.42  ,5.33    ,1.08   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT1528 ,13.32   ,2.71   ,31807.04   ,1  ,
P1RLV6457  ,1 ,0.42  ,4.19    ,0.85   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,10.49   ,2.13   ,24328.71   ,1  ,
P1RLV6458  ,1 ,0.42  ,3.42    ,1.13   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,8.56    ,2.81   ,21742.04   ,1  ,
P1RLV6459  ,1 ,0.42  ,7.34    ,1.49   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,18.36   ,3.73   ,43815.82   ,3  ,
P1RLV6460  ,1 ,0.42  ,4.75    ,1.56   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1161 ,11.87   ,3.90   ,30140.89   ,1  ,
P1RLV6461  ,1 ,0.42  ,6.41    ,1.30   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1161 ,16.02   ,3.25   ,38250.47   ,2  ,
P1RLV6462  ,1 ,0.42  ,5.19    ,1.05   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3426 ,12.98   ,2.64   ,30990.75   ,1  ,
P1RLV6463  ,1 ,0.42  ,5.20    ,1.06   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3426 ,13.00   ,2.64   ,31029.34   ,1  ,
P1RLV6464  ,1 ,0.42  ,6.04    ,1.23   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3426 ,15.10   ,3.07   ,36053.92   ,2  ,
P1RLV6465  ,1 ,0.42  ,7.47    ,1.52   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3426 ,18.68   ,3.79   ,44581.57   ,3  ,
P1RLV6466  ,1 ,0.42  ,4.13    ,0.84   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3426 ,10.32   ,2.10   ,23844.30   ,1  ,
P1RLV6467  ,1 ,0.42  ,3.39    ,0.69   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3426 ,8.48    ,1.72   ,18501.50   ,1  ,
P1RLV6468  ,1 ,0.42  ,1.01    ,0.33   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3426 ,2.54    ,0.83   ,6443.68    ,1  ,
P1RLV6469  ,1 ,0.42  ,8.59    ,1.74   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3426 ,21.46   ,4.36   ,51233.55   ,4  ,
P1RLV6470  ,1 ,0.42  ,6.10    ,1.24   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT5663 ,15.26   ,3.10   ,36431.73   ,2  ,
P1RLV6471  ,1 ,0.42  ,8.43    ,1.71   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT5663 ,21.07   ,4.28   ,50283.78   ,3  ,
P1RLV6472  ,1 ,0.42  ,6.42    ,1.30   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT6854 ,16.05   ,3.26   ,38314.78   ,2  ,
P1RLV6473  ,1 ,0.42  ,11.20   ,3.68   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT4805 ,27.99   ,9.20   ,71103.98   ,1  ,
P1RLV6474  ,1 ,0.42  ,6.87    ,1.39   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,17.17   ,3.49   ,40990.18   ,2  ,
P1RLV6475  ,1 ,0.42  ,11.28   ,2.29   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT6854 ,28.19   ,5.72   ,86888.23   ,1  ,
P1RLV6476  ,1 ,0.42  ,0.32    ,0.10   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,0.79    ,0.26   ,2001.16    ,1  ,
P1RLV6477  ,1 ,0.42  ,10.70   ,2.17   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,26.75   ,5.43   ,63866.07   ,5  ,
P1RLV6478  ,1 ,0.42  ,7.06    ,2.32   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,17.64   ,5.80   ,44814.24   ,1  ,
P1RLV6479  ,1 ,0.42  ,6.76    ,1.37   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7147 ,16.89   ,3.43   ,40321.54   ,2  ,
P1RLV6480  ,1 ,0.42  ,18.30   ,6.02   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,45.76   ,15.04  ,116223.80  ,1  ,
P1RLV6481  ,1 ,0.42  ,5.77    ,1.17   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,14.43   ,2.93   ,34435.82   ,1  ,
P1RLV6482  ,1 ,0.42  ,5.44    ,1.11   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,13.61   ,2.76   ,32479.02   ,1  ,
P1RLV6483  ,1 ,0.42  ,10.14   ,3.33   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,25.34   ,8.33   ,64372.61   ,1  ,
P1RLV6484  ,1 ,0.42  ,5.74    ,1.16   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,14.34   ,2.91   ,34228.17   ,1  ,
P1RLV6485  ,1 ,0.42  ,8.12    ,1.65   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,20.30   ,4.12   ,48465.22   ,3  ,
P1RLV6486  ,1 ,0.42  ,5.45    ,1.11   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,13.62   ,2.77   ,32509.69   ,1  ,
P1RLV6487  ,1 ,0.42  ,5.31    ,1.08   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,13.29   ,2.70   ,31714.79   ,1  ,
P1RLV6488  ,1 ,0.42  ,4.86    ,0.99   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,12.15   ,2.47   ,29008.62   ,1  ,
P1RLV6489  ,1 ,0.42  ,2.17    ,0.71   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,5.42    ,1.78   ,13775.12   ,1  ,
P1RLV6490  ,1 ,0.42  ,6.77    ,1.37   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,16.93   ,3.44   ,40408.24   ,2  ,
P1RLV6491  ,1 ,0.42  ,4.93    ,1.62   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,12.33   ,4.05   ,31308.17   ,1  ,
P1RLV6492  ,1 ,0.42  ,2.27    ,0.46   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,5.66    ,1.15   ,11829.78   ,1  ,
P1RLV6493  ,1 ,0.42  ,11.07   ,2.25   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,27.68   ,5.62   ,85327.68   ,1  ,
P1RLV6494  ,1 ,0.42  ,5.15    ,1.05   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,12.87   ,2.61   ,30732.73   ,1  ,
P1RLV6495  ,1 ,0.42  ,2.64    ,0.54   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,6.60    ,1.34   ,13754.77   ,1  ,
P1RLV6496  ,1 ,0.42  ,7.43    ,1.51   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,18.58   ,3.77   ,44359.07   ,3  ,
P1RLV6497  ,1 ,0.42  ,6.54    ,1.33   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,16.35   ,3.32   ,39017.90   ,2  ,
P1RLV6498  ,1 ,0.42  ,5.34    ,1.08   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,13.35   ,2.71   ,46095.14   ,1  ,
P1RLV6499  ,1 ,0.42  ,15.86   ,5.21   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,39.64   ,13.03  ,100694.00  ,1  ,
P1RLV6500  ,1 ,0.42  ,5.73    ,1.16   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,14.33   ,2.91   ,34208.35   ,1  ,
P1RLV6501  ,1 ,0.42  ,5.25    ,1.07   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,13.13   ,2.67   ,31351.50   ,1  ,
P1RLV6502  ,1 ,0.42  ,4.99    ,1.01   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,12.47   ,2.53   ,29768.35   ,1  ,
P1RLV6503  ,1 ,0.42  ,1.69    ,0.56   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,4.23    ,1.39   ,10739.45   ,1  ,
P1RLV6504  ,1 ,0.42  ,5.79    ,1.18   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8207 ,14.48   ,2.94   ,34556.48   ,1  ,
P1RLV6505  ,1 ,0.42  ,5.22    ,1.06   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8207 ,13.06   ,2.65   ,31167.21   ,1  ,
P1RLV6506  ,1 ,0.42  ,6.37    ,2.10   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8207 ,15.94   ,5.24   ,40478.28   ,1  ,
P1RLV6507  ,1 ,0.42  ,5.14    ,1.04   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8207 ,12.85   ,2.61   ,30662.39   ,1  ,
P1RLV6508  ,1 ,0.42  ,4.75    ,0.96   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,11.87   ,2.41   ,28338.90   ,1  ,
P1RLV6509  ,1 ,0.42  ,7.62    ,1.55   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,19.05   ,3.87   ,45471.85   ,3  ,
P1RLV6510  ,3 ,0.42  ,39.31   ,7.98   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,98.28   ,19.96  ,305784.30  ,1  ,
P1RLV6511  ,1 ,0.42  ,1.85    ,0.38   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,4.64    ,0.94   ,9707.77    ,1  ,
P1RLV6512  ,1 ,0.42  ,5.41    ,1.10   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8207 ,13.52   ,2.75   ,32281.57   ,1  ,
P1RLV6513  ,1 ,0.42  ,5.30    ,1.08   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,13.25   ,2.69   ,31622.33   ,1  ,
P1RLV6514  ,1 ,0.42  ,9.38    ,1.90   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,23.45   ,4.76   ,55971.70   ,4  ,
P1RLV6515  ,1 ,0.42  ,5.44    ,1.10   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,13.60   ,2.76   ,32462.20   ,1  ,
P1RLV6516  ,1 ,0.42  ,5.83    ,1.18   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,14.57   ,2.96   ,34778.57   ,1  ,
P1RLV6517  ,1 ,0.42  ,6.30    ,1.28   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,15.74   ,3.20   ,37583.93   ,2  ,
P1RLV6518  ,1 ,0.42  ,6.76    ,1.37   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,16.90   ,3.43   ,64616.00   ,3  ,
P1RLV6519  ,1 ,0.42  ,6.31    ,1.28   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,15.79   ,3.21   ,37681.49   ,2  ,
P1RLV6520  ,1 ,0.42  ,3.44    ,0.70   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,8.60    ,1.75   ,18843.96   ,1  ,
P1RLV6521  ,1 ,0.42  ,7.75    ,1.57   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,19.37   ,3.93   ,46246.85   ,3  ,
P1RLV6522  ,1 ,0.42  ,7.81    ,1.59   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,19.53   ,3.97   ,46614.54   ,3  ,
P1RLV6523  ,1 ,0.42  ,3.10    ,0.63   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,7.74    ,1.57   ,16363.83   ,1  ,
P1RLV6524  ,1 ,0.42  ,4.85    ,0.99   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,12.14   ,2.46   ,28967.62   ,1  ,
P1RLV6525  ,1 ,0.42  ,4.76    ,0.97   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,11.91   ,2.42   ,28426.25   ,1  ,
P1RLV6526  ,1 ,0.42  ,5.71    ,1.16   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,14.28   ,2.90   ,34076.94   ,1  ,
P1RLV6527  ,1 ,0.42  ,5.12    ,1.04   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,12.81   ,2.60   ,30573.11   ,1  ,
P1RLV6528  ,1 ,0.42  ,5.52    ,1.12   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,13.81   ,2.80   ,32969.10   ,1  ,
P1RLV6529  ,1 ,0.42  ,8.99    ,1.83   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,22.48   ,4.57   ,53667.46   ,4  ,
P1RLV6530  ,1 ,0.42  ,5.44    ,1.10   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,13.60   ,2.76   ,32459.35   ,1  ,
P1RLV6531  ,1 ,0.42  ,6.82    ,1.38   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,17.05   ,3.46   ,40698.21   ,2  ,
